-7.7313e-05 0.00169525 0.194818 0.938272 1 0.569026 -0.154209 0.0875314
-7.7313e-05 0.00169525 0.194818 0.13957 1 -0.0285533 -0.515488 -0.10641
-7.7313e-05 0.00169525 0.194818 0.938272 1 -0.364617 -0.516414 -0.456784
-7.7313e-05 0.00169525 0.194818 0.938272 1 0.853032 0.315083 -0.376617
-7.7313e-05 0.00169525 0.194818 0.105658 1 0.0770387 -0.354769 -0.360806
-7.7313e-05 0.00169525 0.194818 0.493677 -1 0.110384 0.354777 -0.475506
-7.7313e-05 0.00169525 0.194818 0.938272 1 -0.439098 -0.298059 -0.593228
-7.7313e-05 0.00169525 0.194818 0.105658 -1 -0.266573 -0.226942 -0.650483
-7.7313e-05 0.00169525 0.194818 0.000510999 -1 -0.104689 0.0266886 -0.170293
-7.7313e-05 0.00169525 0.194818 0.000510999 1 0.125064 0.0363519 -0.011768
-7.7313e-05 0.00169525 0.194818 0.493677 -1 -0.437909 0.156564 -1.18982
-7.7313e-05 0.00169525 0.194818 0.13957 -1 -0.246104 0.0427121 -0.358677
-7.7313e-05 0.00169525 0.194818 0.105658 -1 -0.32358 -0.164307 -1.02868
-7.7313e-05 0.00169525 0.194818 0.13957 1 0.0828759 0.461309 -1.3406
-7.7313e-05 0.00169525 0.194818 0.13957 1 -0.315236 -0.0588641 -0.513889
-7.7313e-05 0.00169525 0.194818 0.000510999 -1 -0.579311 -0.68716 0.0947535
-7.7313e-05 0.00169525 0.194818 0.13957 1 -0.38638 0.712815 -0.617333
-7.7313e-05 0.00169525 0.194818 0.493677 1 0.555815 -0.303027 -0.991317
-7.7313e-05 0.00169525 0.194818 0.13957 -1 0.155188 0.138202 -0.493527
-7.7313e-05 0.00169525 0.194818 0.493677 1 -0.424263 0.295176 -1.57269
-7.7313e-05 0.00169525 0.194818 0.000510999 -1 0.0328637 -0.0323634 -0.0524468
-7.7313e-05 0.00169525 0.194818 0.938272 1 -0.157325 -0.380165 -1.17522
-7.7313e-05 0.00169525 0.194818 0.493677 1 -0.415708 0.280715 -1.52303
-7.7313e-05 0.00169525 0.194818 0.000510999 1 -0.729816 1.1823 -4.60274
